code,amount,units,time,province,week_x,customerId,Supermarket_No,basket,day,voucher,Time of transactions,Day,Amount_x,Units,descrption,type,brand,size,postal-code,week_y,feature,display,Weekday,Month,IsWeekend,Total Basket Value,Average Units Per Basket,Promotion Active,Display Impact,Amount_y,Customer Category
7680850106,0.8,1,1100,2,1,125434,244,1,1,0,1970-01-01 00:00:00.000001100,1970-01-01 00:00:00.000000001,0.8,1,BARILLA ANGEL HAIR,Type 2,Barilla,16 OZ,40222,,,,Thursday,1,0,4.39,1.0,0,0,4.39,High
3620000470,3.59,1,1100,2,1,125434,244,1,1,0,1970-01-01 00:00:00.000001100,1970-01-01 00:00:00.000000001,3.59,1,BERTOLLI TOM&BASIL SAUCE,Type 3,Bertolli,24 OZ,40222,,,,Thursday,1,0,4.39,1.0,0,0,4.39,High
1800028064,2.25,1,1137,2,1,108320,244,2,1,0,1970-01-01 00:00:00.000001137,1970-01-01 00:00:00.000000001,2.25,1,H J PANCK BTRMLK COMP MIX,Type 1,Hungry Jack,,40222,,,,Thursday,1,0,2.25,1.0,0,0,2.25,Medium
9999985067,0.85,1,1148,2,1,162016,244,3,1,0,1970-01-01 00:00:00.000001148,1970-01-01 00:00:00.000000001,0.85,1,PRIVATE LABEL VERMICELLI,Type 2,Private Label,16 OZ,40222,,,,Thursday,1,0,0.85,1.0,0,0,0.85,Low
9999985131,2.19,1,1323,2,1,89437,244,4,1,0,1970-01-01 00:00:00.000001323,1970-01-01 00:00:00.000000001,2.19,1,PRIVATE LABEL IMPORTED LASAGNA,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,4.38,1.0,0,0,4.38,High
5100002794,2.19,1,1323,2,1,89437,244,4,1,0,1970-01-01 00:00:00.000001323,1970-01-01 00:00:00.000000001,2.19,1,PREGO SPAG SAUCE MEAT,Type 3,Prego,26 OZ,40222,,,,Thursday,1,0,4.38,1.0,0,0,4.38,High
1800000957,3.45,1,1415,2,1,158549,244,5,1,0,1970-01-01 00:00:00.000001415,1970-01-01 00:00:00.000000001,3.45,1,PILL H J MWV LITE SYRUP,Type 4,Hungry Jack,27.6 OZ,40222,,,,Thursday,1,0,4.74,1.0,0,0,4.74,High
9999985051,1.29,1,1415,2,1,158549,244,5,1,0,1970-01-01 00:00:00.000001415,1970-01-01 00:00:00.000000001,1.29,1,PRIVATE LABEL SPAGHETTI THIN,Type 2,Private Label,32OZ,40222,,,,Thursday,1,0,4.74,1.0,0,0,4.74,High
9999985053,0.75,1,1513,2,1,18851,244,6,1,0,1970-01-01 00:00:00.000001513,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL CONCHIGLIE RIGATE SHL,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,0.75,1.0,0,0,0.75,Low
3620000446,2.19,1,1523,2,1,118337,244,7,1,0,1970-01-01 00:00:00.000001523,1970-01-01 00:00:00.000000001,2.19,1,RAGU GARDEN SUPER VEG SCE,Type 3,Ragu,26 OZ,40222,,,,Thursday,1,0,2.19,1.0,0,0,2.19,Medium
3000005620,3.65,1,1624,2,1,8283,244,8,1,0,1970-01-01 00:00:00.000001624,1970-01-01 00:00:00.000000001,3.65,1,QUAKER AUNT JAM BUTR LITE,Type 4,Aunt Jemima,24 OZ,40222,,,,Thursday,1,0,8.8,1.0,0,0,8.8,High
3340060177,1.5,1,1624,2,1,8283,244,8,1,0,1970-01-01 00:00:00.000001624,1970-01-01 00:00:00.000000001,1.5,1,SAN GIORGI TRIO ITALIANO,Type 2,San Giorgio,16 OZ,40222,,,,Thursday,1,0,8.8,1.0,0,0,8.8,High
4112907712,3.65,1,1624,2,1,8283,244,8,1,0,1970-01-01 00:00:00.000001624,1970-01-01 00:00:00.000000001,3.65,1,CLSCO SAUCE TOMATOE BASIL,Type 3,Classico,26 OZ,40222,,,,Thursday,1,0,8.8,1.0,0,0,8.8,High
5100015056,3.19,1,1711,2,1,125537,244,9,1,0,1970-01-01 00:00:00.000001711,1970-01-01 00:00:00.000000001,3.19,1,PREGO HEARTY MT ITALIAN S,Type 3,Prego,27.5 OZ,40222,,,,Thursday,1,0,3.64,1.0,0,0,3.64,High
9999985001,0.45,1,1711,2,1,125537,244,9,1,0,1970-01-01 00:00:00.000001711,1970-01-01 00:00:00.000000001,0.45,1,PRIVATE LABEL THIN SPAGHETTI,Type 2,Private Label,N     7 OZ,40222,,,,Thursday,1,0,3.64,1.0,0,0,3.64,High
9999985047,0.75,1,1738,2,1,6074,244,10,1,0,1970-01-01 00:00:00.000001738,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL PENNE RIGATE,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,0.75,1.0,0,0,0.75,Low
1510000236,1.19,1,1754,2,1,108013,244,11,1,0,1970-01-01 00:00:00.000001754,1970-01-01 00:00:00.000000001,1.19,1,CREAMETTE PENNE RIGATE,Type 2,Creamette,16 OZ,40222,,,,Thursday,1,0,3.38,1.0,0,0,3.38,High
3620000446,2.19,1,1754,2,1,108013,244,11,1,0,1970-01-01 00:00:00.000001754,1970-01-01 00:00:00.000000001,2.19,1,RAGU GARDEN SUPER VEG SCE,Type 3,Ragu,26 OZ,40222,,,,Thursday,1,0,3.38,1.0,0,0,3.38,High
2066200020,2.79,1,1815,2,1,53674,244,12,1,0,1970-01-01 00:00:00.000001815,1970-01-01 00:00:00.000000001,2.79,1,NEWMANS MARINARA SAUCE,Type 3,Newman's,26 OZ,40222,,,,Thursday,1,0,4.43,1.0,0,0,4.43,High
9999985070,0.79,1,1815,2,1,53674,244,12,1,0,1970-01-01 00:00:00.000001815,1970-01-01 00:00:00.000000001,0.79,1,PRIVATE LABEL SALAD SHELLS,Type 2,Private Label,16 OZ,40222,,,,Thursday,1,0,4.43,1.0,0,0,4.43,High
9999985067,0.85,1,1815,2,1,53674,244,12,1,0,1970-01-01 00:00:00.000001815,1970-01-01 00:00:00.000000001,0.85,1,PRIVATE LABEL VERMICELLI,Type 2,Private Label,16 OZ,40222,,,,Thursday,1,0,4.43,1.0,0,0,4.43,High
5100005045,2.19,1,1834,2,1,69963,244,13,1,0,1970-01-01 00:00:00.000001834,1970-01-01 00:00:00.000000001,2.19,1,PREGO ZESTY MUSH/X SPICY,Type 3,Prego,26 OZ,40222,,,,Thursday,1,0,2.19,1.0,0,0,2.19,Medium
9999985071,0.79,1,1838,2,1,113524,244,14,1,0,1970-01-01 00:00:00.000001838,1970-01-01 00:00:00.000000001,0.79,1,PRIVATE LABEL SALAD ROTINI BAG,Type 2,Private Label,16 OZ,40222,,,,Thursday,1,0,2.98,1.0,0,0,2.98,Medium
5100001212,2.19,1,1838,2,1,113524,244,14,1,0,1970-01-01 00:00:00.000001838,1970-01-01 00:00:00.000000001,2.19,1,PREGO MUSHROOM & GARLIC,Type 3,Prego,26    OZ,40222,,,,Thursday,1,0,2.98,1.0,0,0,2.98,Medium
9999985766,1.79,1,1934,2,1,168571,244,15,1,0,1970-01-01 00:00:00.000001934,1970-01-01 00:00:00.000000001,1.79,1,PRIVATE LABEL ITALIAN TRI COLORE CRE,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,5.33,1.0,0,0,5.33,High
9999985048,0.75,1,1934,2,1,168571,244,15,1,0,1970-01-01 00:00:00.000001934,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL FARFALLE BOWTIES,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,5.33,1.0,0,0,5.33,High
2066200022,2.79,1,1934,2,1,168571,244,15,1,0,1970-01-01 00:00:00.000001934,1970-01-01 00:00:00.000000001,2.79,1,NEWMANS\SOCKAROONI SAUCE,Type 3,Newman's,26 OZ,40222,,,,Thursday,1,0,5.33,1.0,0,0,5.33,High
9999985037,3.0,4,2050,2,1,83172,244,16,1,0,1970-01-01 00:00:00.000002050,1970-01-01 00:00:00.000000001,3.0,4,PRIVATE LABEL SPAGHETTINIType 2,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,6.0,1.6,0,0,6.0,High
9999985050,0.75,1,2050,2,1,83172,244,16,1,0,1970-01-01 00:00:00.000002050,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL FUSILLI-ROTINI-SPRL,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,6.0,1.6,0,0,6.0,High
9999985048,0.75,1,2050,2,1,83172,244,16,1,0,1970-01-01 00:00:00.000002050,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL FARFALLE BOWTIES,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,6.0,1.6,0,0,6.0,High
9999985054,0.75,1,2050,2,1,83172,244,16,1,0,1970-01-01 00:00:00.000002050,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL CAMPANELLE,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,6.0,1.6,0,0,6.0,High
9999985045,0.75,1,2050,2,1,83172,244,16,1,0,1970-01-01 00:00:00.000002050,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL ORECCHIETTE MACARON,Type 2,Private Label Premium,16 OZ,40222,,,,Thursday,1,0,6.0,1.6,0,0,6.0,High
2066200021,2.79,1,2058,2,1,167972,244,17,1,0,1970-01-01 00:00:00.000002058,1970-01-01 00:00:00.000000001,2.79,1,NEWMN OWN MARINARA W/MSHRM SCE,Type 3,Newman's,26 OZ,40222,,,,Thursday,1,0,2.79,1.0,0,0,2.79,Medium
2700042239,0.99,1,859,2,1,125619,365,18,1,0,1970-01-01 00:00:00.000000859,1970-01-01 00:00:00.000000001,0.99,1,HUNTS SPAG.SAUCE MUSHROOM,Type 3,Hunt's,26 OZ,40216,,,,Thursday,1,0,2.6799999999999997,1.0,0,0,2.6799999999999997,Medium
1510000031,1.69,1,859,2,1,125619,365,18,1,0,1970-01-01 00:00:00.000000859,1970-01-01 00:00:00.000000001,1.69,1,CREAMETTE LASAGNA MACR,Type 2,Creamette,16  Z,40216,,,,Thursday,1,0,2.6799999999999997,1.0,0,0,2.6799999999999997,Medium
9999985021,0.85,1,1102,2,1,118654,365,19,1,0,1970-01-01 00:00:00.000001102,1970-01-01 00:00:00.000000001,0.85,1,PRIVATE LABEL ELBO MACARONI,Type 2,Private Label,16 OZ,40216,,,,Thursday,1,0,2.83,1.0,0,0,2.83,Medium
2700042274,0.99,1,1102,2,1,118654,365,19,1,0,1970-01-01 00:00:00.000001102,1970-01-01 00:00:00.000000001,0.99,1,HUNTS SPAG SCE GARLIC/HER,Type 3,Hunt's,26 OZ,40216,,,,Thursday,1,0,2.83,1.0,0,0,2.83,Medium
2700042239,0.99,1,1102,2,1,118654,365,19,1,0,1970-01-01 00:00:00.000001102,1970-01-01 00:00:00.000000001,0.99,1,HUNTS SPAG.SAUCE MUSHROOM,Type 3,Hunt's,26 OZ,40216,,,,Thursday,1,0,2.83,1.0,0,0,2.83,Medium
9999985260,1.29,1,1123,2,1,30480,365,20,1,0,1970-01-01 00:00:00.000001123,1970-01-01 00:00:00.000000001,1.29,1,PRIVATE LABEL COMPLETE PANCAKE MIX,Type 1,Private Label,32 OZ,40216,,,,Thursday,1,0,1.29,1.0,0,0,1.29,Low
9999985002,0.9,2,1315,2,1,149758,365,21,1,0,1970-01-01 00:00:00.000001315,1970-01-01 00:00:00.000000001,0.9,2,PRIVATE LABEL ELBOW MACARONI,Type 2,Private Label,8 OZ,40216,,,,Thursday,1,0,0.9,2.0,0,0,0.9,Low
2700042232,0.99,1,1325,2,1,125739,365,22,1,0,1970-01-01 00:00:00.000001325,1970-01-01 00:00:00.000000001,0.99,1,CHUNKY TOMATO GARLC ONION,Type 3,Hunt's,26 OZ,40216,,,,Thursday,1,0,0.99,1.0,0,0,0.99,Low
3340061280,1.75,1,1354,2,1,89898,365,23,1,0,1970-01-01 00:00:00.000001354,1970-01-01 00:00:00.000000001,1.75,1,LGT N FLUFFY XWIDE EGG ND,Type 2,San Giorgio,12 OZ,40216,,,,Thursday,1,0,1.75,1.0,0,0,1.75,Medium
2700042239,0.99,1,1627,2,1,122564,365,24,1,0,1970-01-01 00:00:00.000001627,1970-01-01 00:00:00.000000001,0.99,1,HUNTS SPAG.SAUCE MUSHROOM,Type 3,Hunt's,26 OZ,40216,,,,Thursday,1,0,7.85,1.0,0,0,7.85,High
5100002797,3.19,1,1627,2,1,122564,365,24,1,0,1970-01-01 00:00:00.000001627,1970-01-01 00:00:00.000000001,3.19,1,PREGO MUSHROOM SPAG SAUCE,Type 3,Prego,48 OZ,40216,,,,Thursday,1,0,7.85,1.0,0,0,7.85,High
2700042232,0.99,1,1627,2,1,122564,365,24,1,0,1970-01-01 00:00:00.000001627,1970-01-01 00:00:00.000000001,0.99,1,CHUNKY TOMATO GARLC ONION,Type 3,Hunt's,26 OZ,40216,,,,Thursday,1,0,7.85,1.0,0,0,7.85,High
2700042273,0.99,1,1627,2,1,122564,365,24,1,0,1970-01-01 00:00:00.000001627,1970-01-01 00:00:00.000000001,0.99,1,HUNT SPAG SCE ITAL 4 CHSE,Type 3,Hunt's,26 OZ,40216,,,,Thursday,1,0,7.85,1.0,0,0,7.85,High
1510000031,1.69,1,1627,2,1,122564,365,24,1,0,1970-01-01 00:00:00.000001627,1970-01-01 00:00:00.000000001,1.69,1,CREAMETTE LASAGNA MACR,Type 2,Creamette,16  Z,40216,,,,Thursday,1,0,7.85,1.0,0,0,7.85,High
3340060208,2.0,1,1739,2,1,107911,365,25,1,0,1970-01-01 00:00:00.000001739,1970-01-01 00:00:00.000000001,2.0,1,SAN GRGO SPAGHETTI,Type 2,San Giorgio,2 LB,40216,,,,Thursday,1,0,8.57,2.0,0,0,8.57,High
3620000300,6.57,3,1739,2,1,107911,365,25,1,0,1970-01-01 00:00:00.000001739,1970-01-01 00:00:00.000000001,6.57,3,RAGU OWS SPAG SAUCE MEAT,Type 3,Ragu,26 OZ,40216,,,,Thursday,1,0,8.57,2.0,0,0,8.57,High
2700042292,0.99,1,1758,2,1,149809,365,26,1,0,1970-01-01 00:00:00.000001758,1970-01-01 00:00:00.000000001,0.99,1,HUNTS LIGHT TRAD SPAG SCE,Type 3,Hunt's,26.5 OZ,40216,,,,Thursday,1,0,2.6799999999999997,1.0,0,0,2.6799999999999997,Medium
3340060833,1.69,1,1758,2,1,149809,365,26,1,0,1970-01-01 00:00:00.000001758,1970-01-01 00:00:00.000000001,1.69,1,SAN GRGO MANICOTTI,Type 2,San Giorgio,8 OZ,40216,,,,Thursday,1,0,2.6799999999999997,1.0,0,0,2.6799999999999997,Medium
5100002511,3.19,1,1851,2,1,135056,365,27,1,0,1970-01-01 00:00:00.000001851,1970-01-01 00:00:00.000000001,3.19,1,PREGO SPAG SAUCE PLAIN,Type 3,Prego,48 OZ,40216,,,,Thursday,1,0,3.19,1.0,0,0,3.19,High
3340061283,3.5,2,1924,2,1,471713,365,28,1,0,1970-01-01 00:00:00.000001924,1970-01-01 00:00:00.000000001,3.5,2,LGT N FLUFFY WIDE EGG NDL,Type 2,San Giorgio,12 OZ,40216,,,,Thursday,1,0,7.34,1.25,0,0,7.34,High
9999985004,0.85,1,1924,2,1,471713,365,28,1,0,1970-01-01 00:00:00.000001924,1970-01-01 00:00:00.000000001,0.85,1,PRIVATE LABEL SPAGHETTI REGULAR,Type 2,Private Label,16 OZ,40216,,,,Thursday,1,0,7.34,1.25,0,0,7.34,High
7680828098,0.8,1,1924,2,1,471713,365,28,1,0,1970-01-01 00:00:00.000001924,1970-01-01 00:00:00.000000001,0.8,1,BARILLA ROTINI,Type 2,Barilla,16 OZ,40216,,,,Thursday,1,0,7.34,1.25,0,0,7.34,High
5100002549,2.19,1,1924,2,1,471713,365,28,1,0,1970-01-01 00:00:00.000001924,1970-01-01 00:00:00.000000001,2.19,1,PREGO REG SPAGHETTI SAUCE,Type 3,Prego,26 OZ,40216,,,,Thursday,1,0,7.34,1.25,0,0,7.34,High
4149000246,2.35,1,1958,2,1,129767,365,29,1,0,1970-01-01 00:00:00.000001958,1970-01-01 00:00:00.000000001,2.35,1,PENNANT WAFFLE SYRUP,Type 4,Pennant,24 OZ,40216,,,,Thursday,1,0,2.35,1.0,0,0,2.35,Medium
2700042240,0.99,1,2051,2,1,121308,365,30,1,0,1970-01-01 00:00:00.000002051,1970-01-01 00:00:00.000000001,0.99,1,HNT MEAT SPAGHETTI SAUCE,Type 3,Hunt's,26.5 OZ,40216,,,,Thursday,1,0,1.98,1.0,0,0,1.98,Medium
3340060109,0.99,1,2051,2,1,121308,365,30,1,0,1970-01-01 00:00:00.000002051,1970-01-01 00:00:00.000000001,0.99,1,SAN GRGO THIN SPAGHETTI,Type 2,San Giorgio,P     1 LB,40216,,,,Thursday,1,0,1.98,1.0,0,0,1.98,Medium
9999971291,1.5,1,2139,2,1,28647,365,31,1,0,1970-01-01 00:00:00.000002139,1970-01-01 00:00:00.000000001,1.5,1,PRIVATE LABEL CHUNKY SPAGETTI SAUCE,Type 3,Private Label,26 OZ,40216,,,,Thursday,1,0,1.5,1.0,0,0,1.5,Low
9999985001,0.45,1,855,2,1,58628,253,32,1,0,1970-01-01 00:00:00.000000855,1970-01-01 00:00:00.000000001,0.45,1,PRIVATE LABEL THIN SPAGHETTI,Type 2,Private Label,N     7 OZ,40212,,,,Thursday,1,0,3.45,1.5,0,0,3.45,High
9999971297,3.0,2,855,2,1,58628,253,32,1,0,1970-01-01 00:00:00.000000855,1970-01-01 00:00:00.000000001,3.0,2,PRIVATE LABEL CHNKY SAUC PEP MUS,Type 3,Private Label,26 OZ,40212,,,,Thursday,1,0,3.45,1.5,0,0,3.45,High
9999985128,3.27,3,919,2,1,11733,253,33,1,0,1970-01-01 00:00:00.000000919,1970-01-01 00:00:00.000000001,3.27,3,PRIVATE LABEL MEDIUM NOODLES,Type 2,Private Label,16 OZ,40212,,,,Thursday,1,0,3.27,3.0,0,0,3.27,High
3340060110,1.98,2,934,2,1,417313,253,34,1,0,1970-01-01 00:00:00.000000934,1970-01-01 00:00:00.000000001,1.98,2,SAN GIORGIO VERMICELI,Type 2,San Giorgio,P    16 OZ,40212,,,,Thursday,1,0,2.73,1.5,0,0,2.73,Medium
9999985056,0.75,1,934,2,1,417313,253,34,1,0,1970-01-01 00:00:00.000000934,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL CAVATAPPI Type 2,Type 2,Private Label Premium,16 OZ,40212,,,,Thursday,1,0,2.73,1.5,0,0,2.73,Medium
9999981584,4.95,5,1238,2,1,126816,253,35,1,0,1970-01-01 00:00:00.000001238,1970-01-01 00:00:00.000000001,4.95,5,PRIVATE LABEL SPAG SCE FOUR CHEE,Type 3,Private Label,26    OZ,40212,,,,Thursday,1,0,4.95,5.0,0,0,4.95,High
9999985061,2.29,1,1323,2,1,103053,253,36,1,0,1970-01-01 00:00:00.000001323,1970-01-01 00:00:00.000000001,2.29,1,PRIVATE LABEL ELBOW MACARONI,Type 2,Private Label,48 OZ,40212,,,,Thursday,1,0,2.29,1.0,0,0,2.29,Medium
3620001376,2.19,1,1418,2,1,110079,253,37,1,0,1970-01-01 00:00:00.000001418,1970-01-01 00:00:00.000000001,2.19,1,RAGU ROBUSTO ITAL SAUSAGE,Type 3,Ragu,26 OZ,40212,,,,Thursday,1,0,2.19,1.0,0,0,2.19,Medium
9999985021,0.85,1,1849,2,1,89937,253,38,1,0,1970-01-01 00:00:00.000001849,1970-01-01 00:00:00.000000001,0.85,1,PRIVATE LABEL ELBO MACARONI,Type 2,Private Label,16 OZ,40212,,,,Thursday,1,0,0.85,1.0,0,0,0.85,Low
2700042240,0.99,100,1907,2,1,92367,253,39,1,0,1970-01-01 00:00:00.000001907,1970-01-01 00:00:00.000000001,0.99,100,HNT MEAT SPAGHETTI SAUCE,Type 3,Hunt's,26.5 OZ,40212,,,,Thursday,1,0,0.99,100.0,0,0,0.99,Low
9999971306,3.0,2,2037,2,1,151460,253,40,1,0,1970-01-01 00:00:00.000002037,1970-01-01 00:00:00.000000001,3.0,2,PRIVATE LABEL HS SPAG SAUCE TOM/BAS,Type 3,Private Label,26 OZ,40212,,,,Thursday,1,0,3.0,2.0,0,0,3.0,Medium
3340060208,3.0,2,1103,2,1,13576,352,41,1,1,1970-01-01 00:00:00.000001103,1970-01-01 00:00:00.000000001,3.0,2,SAN GRGO SPAGHETTI,Type 2,San Giorgio,2 LB,42301,,,,Thursday,1,0,3.0,2.0,0,0,3.0,Medium
7173000716,1.89,1,1120,2,1,88134,352,42,1,0,1970-01-01 00:00:00.000001120,1970-01-01 00:00:00.000000001,1.89,1,NO YOLKS BROAD EGG NOODLE,Type 2,No Yolks,12 OZ,42301,,,,Thursday,1,0,4.89,1.5,0,0,4.89,High
9999973093,3.0,2,1120,2,1,88134,352,42,1,0,1970-01-01 00:00:00.000001120,1970-01-01 00:00:00.000000001,3.0,2,PRIVATE LABEL FF Type 2 SC GRDN VEG,Type 3,Private Label,26 OZ,42301,,,,Thursday,1,0,4.89,1.5,0,0,4.89,High
9999984381,0.99,1,1222,2,1,122481,352,43,1,0,1970-01-01 00:00:00.000001222,1970-01-01 00:00:00.000000001,0.99,1,PRIVATE LABEL FARFALLE BOX,Type 2,Private Label,12 OZ,42301,,,,Thursday,1,0,1.79,1.0,0,0,1.79,Medium
7680850106,0.8,1,1222,2,1,122481,352,43,1,0,1970-01-01 00:00:00.000001222,1970-01-01 00:00:00.000000001,0.8,1,BARILLA ANGEL HAIR,Type 2,Barilla,16 OZ,42301,,,,Thursday,1,0,1.79,1.0,0,0,1.79,Medium
3340060980,0.89,1,1247,2,1,19666,352,44,1,0,1970-01-01 00:00:00.000001247,1970-01-01 00:00:00.000000001,0.89,1,LIGHT N FLUFFY X-WIDE NOODLES,Type 2,San Giorgio,8 OZ,42301,,,,Thursday,1,0,3.37,1.3333333333333333,0,0,3.37,High
3340060109,0.98,2,1247,2,1,19666,352,44,1,1,1970-01-01 00:00:00.000001247,1970-01-01 00:00:00.000000001,0.98,2,SAN GRGO THIN SPAGHETTI,Type 2,San Giorgio,P     1 LB,42301,,,,Thursday,1,0,3.37,1.3333333333333333,0,0,3.37,High
9999967727,1.5,1,1247,2,1,19666,352,44,1,0,1970-01-01 00:00:00.000001247,1970-01-01 00:00:00.000000001,1.5,1,PRIVATE LABEL SYRUP PLASTIC BOTTLE,Type 4,Private Label,24 OZ,42301,,,,Thursday,1,0,3.37,1.3333333333333333,0,0,3.37,High
3620001398,2.5,1,1302,2,1,127257,352,45,1,0,1970-01-01 00:00:00.000001302,1970-01-01 00:00:00.000000001,2.5,1,RAGU HEARTY MT CLASSIC IT,Type 3,Ragu,32 OZ,42301,,,,Thursday,1,0,2.5,1.0,0,0,2.5,Medium
3000005800,3.65,1,1328,2,1,74553,352,46,1,0,1970-01-01 00:00:00.000001328,1970-01-01 00:00:00.000000001,3.65,1,AUNT JEMIMA LITE SYRUP,Type 4,Aunt Jemima,24 OZ,42301,,,,Thursday,1,0,7.24,1.0,0,0,7.24,High
3620000471,3.59,1,1328,2,1,74553,352,46,1,0,1970-01-01 00:00:00.000001328,1970-01-01 00:00:00.000000001,3.59,1,BERTOLLI MUSHROOM&GRLC SC,Type 3,Bertolli,26 OZ,42301,,,,Thursday,1,0,7.24,1.0,0,0,7.24,High
9999966070,1.5,1,1421,2,1,168457,352,47,1,0,1970-01-01 00:00:00.000001421,1970-01-01 00:00:00.000000001,1.5,1,PRIVATE LABEL BUTTERED SYRUP,Type 4,Private Label,P    24 OZ,42301,,,,Thursday,1,0,1.5,1.0,0,0,1.5,Low
1510000163,1.19,1,1509,2,1,463808,352,48,1,0,1970-01-01 00:00:00.000001509,1970-01-01 00:00:00.000000001,1.19,1,CREAMETTE SPAGHETTI THIN,Type 2,Creamette,16OZ,42301,,,,Thursday,1,0,2.69,1.0,0,0,2.69,Medium
5100002549,1.5,1,1509,2,1,463808,352,48,1,0,1970-01-01 00:00:00.000001509,1970-01-01 00:00:00.000000001,1.5,1,PREGO REG SPAGHETTI SAUCE,Type 3,Prego,26 OZ,42301,,,,Thursday,1,0,2.69,1.0,0,0,2.69,Medium
9999985056,0.75,1,1803,2,1,9176,352,49,1,0,1970-01-01 00:00:00.000001803,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL CAVATAPPI Type 2,Type 2,Private Label Premium,16 OZ,42301,,,,Thursday,1,0,5.24,1.0,0,0,5.24,High
5100013828,2.99,1,1803,2,1,9176,352,49,1,0,1970-01-01 00:00:00.000001803,1970-01-01 00:00:00.000000001,2.99,1,PREGO MUSRM GAR&ONION SCE,Type 3,Prego,27.5 OZ,42301,,,,Thursday,1,0,5.24,1.0,0,0,5.24,High
9999967727,1.5,1,1803,2,1,9176,352,49,1,0,1970-01-01 00:00:00.000001803,1970-01-01 00:00:00.000000001,1.5,1,PRIVATE LABEL SYRUP PLASTIC BOTTLE,Type 4,Private Label,24 OZ,42301,,,,Thursday,1,0,5.24,1.0,0,0,5.24,High
1510000007,1.19,1,1808,2,1,20595,352,50,1,0,1970-01-01 00:00:00.000001808,1970-01-01 00:00:00.000000001,1.19,1,CREAMETTE ELBOW MACARONI,Type 2,Creamette,N     1 LB,42301,,,,Thursday,1,0,1.19,1.0,0,0,1.19,Low
3620001411,2.99,1,1820,2,1,18356,352,51,1,0,1970-01-01 00:00:00.000001820,1970-01-01 00:00:00.000000001,2.99,1,RAGU MEAT SPAGHETTI SAUCE,Type 3,Ragu,45 OZ PET,42301,,,,Thursday,1,0,3.8400000000000003,1.0,0,0,3.8400000000000003,High
9999985020,0.85,1,1820,2,1,18356,352,51,1,0,1970-01-01 00:00:00.000001820,1970-01-01 00:00:00.000000001,0.85,1,PRIVATE LABEL THIN SPAGHETTI,Type 2,Private Label,16 OZ,42301,,,,Thursday,1,0,3.8400000000000003,1.0,0,0,3.8400000000000003,High
9999971306,1.5,1,1850,2,1,68476,352,52,1,0,1970-01-01 00:00:00.000001850,1970-01-01 00:00:00.000000001,1.5,1,PRIVATE LABEL HS SPAG SAUCE TOM/BAS,Type 3,Private Label,26 OZ,42301,,,,Thursday,1,0,4.5,1.5,0,0,4.5,High
9999967728,3.0,2,1850,2,1,68476,352,52,1,0,1970-01-01 00:00:00.000001850,1970-01-01 00:00:00.000000001,3.0,2,PRIVATE LABEL LITE PANCAKE SYRUP,Type 4,Private Label,24 OZ,42301,,,,Thursday,1,0,4.5,1.5,0,0,4.5,High
9999985126,1.09,1,1927,2,1,4772,352,53,1,0,1970-01-01 00:00:00.000001927,1970-01-01 00:00:00.000000001,1.09,1,PRIVATE LABEL EXTRA WIDE NOODLES,Type 2,Private Label,16 OZ,42301,,,,Thursday,1,0,1.09,1.0,0,0,1.09,Low
9999985050,0.75,1,1007,2,1,59125,311,54,1,0,1970-01-01 00:00:00.000001007,1970-01-01 00:00:00.000000001,0.75,1,PRIVATE LABEL FUSILLI-ROTINI-SPRL,Type 2,Private Label Premium,16 OZ,40206,,,,Thursday,1,0,3.75,1.3333333333333333,0,0,3.75,High
9999985054,1.5,2,1007,2,1,59125,311,54,1,0,1970-01-01 00:00:00.000001007,1970-01-01 00:00:00.000000001,1.5,2,PRIVATE LABEL CAMPANELLE,Type 2,Private Label Premium,16 OZ,40206,,,,Thursday,1,0,3.75,1.3333333333333333,0,0,3.75,High
9999967727,1.5,1,1007,2,1,59125,311,54,1,0,1970-01-01 00:00:00.000001007,1970-01-01 00:00:00.000000001,1.5,1,PRIVATE LABEL SYRUP PLASTIC BOTTLE,Type 4,Private Label,24 OZ,40206,,,,Thursday,1,0,3.75,1.3333333333333333,0,0,3.75,High
